"id","name","terminalName","lastCommWithServer","lat","long","installed","locked","installDate","temporary","public","nbBikes","nbEmptyDocks","latestUpdateTime"
"337","Eisenhower Ave & Mill Race Ln","31082","1518380827813","38.801111","-77.068952","true","false","0","false","true","5","10","1518374091431"
"338","Potomac Greens Dr & Slaters Ln","31083","1518380815579","38.82175","-77.047494","true","false","0","false","true","5","6","1518359497086"
"339","Ballenger Ave & Dulaney St","31084","1518380816180","38.802677","-77.063562","true","false","0","false","true","8","11","1518304367885"
"340","Mount Vernon Ave & E Nelson Ave","31085","1518380910665","38.820064","-77.057619","true","false","0","false","true","8","3","1518342752376"
"341","Mount Vernon Ave & E Del Ray Ave","31086","1518380865298","38.82595","-77.058541","true","false","0","false","true","8","7","1518342685139"
"342","Monroe Ave & Leslie Ave","31087","1518380897182","38.820932","-77.053096","true","false","0","false","true","7","8","1518379877426"
"343","Mount Vernon Ave & Kennedy St","31088","1518380838476","38.833077","-77.059821","true","false","0","false","true","11","3","1518343056493"
"344","Court House Metro / 15th & N Uhle St ","31089","1518380880529","38.890612","-77.084801","true","false","0","false","true","12","9","1518378629838"
"345","Washington Adventist U / Flower Ave & Division St","32049","1518380859583","38.986743","-77.000035","true","false","0","false","true","10","5","1518342980887"
"346","6th & S Ball St","31090","1518380856511","38.864702","-77.048672","true","false","0","false","true","9","6","1518343045789"
"347","McKinley St & Connecticut Ave NW","31315","1518380806105","38.96497","-77.075946","true","false","0","false","true","12","7","1518342998307"
"348","15th & L St NW","31276","1518380831583","38.90366","-77.034846","true","false","0","false","true","10","13","1518378460371"
"349","17th & G St NW","31277","1518380818208","38.89841","-77.039624","true","false","0","false","true","7","24","1518378072469"
"350","Spring St & Second Ave","32050","1518380911841","38.997653","-77.034499","true","false","0","false","true","7","7","1518380313809"
"351","18th & R St NW","31278","1518380919624","38.912648","-77.041834","true","false","0","false","true","15","4","1518380505929"
"352","S Joyce & 16th St S","31091","1518380869279","38.859254","-77.063275","true","false","0","false","true","5","9","1518374025931"
"353","Union Market/6th St & Neal Pl NE","31517","1518380837145","38.908008","-76.996985","true","false","0","false","true","16","7","1518375539154"
"354","Lee Hwy & N Monroe St","31092","1518380868647","38.896456","-77.104562","true","false","0","false","true","6","9","1518380292172"
"355","21st St N & N Pierce St","31093","1518380861087","38.898984","-77.078317","true","false","0","false","true","4","11","1518342968124"
"356","Lee Hwy & N Kirkwood Rd","31094","1518380915873","38.895377","-77.09713","true","false","0","false","true","7","8","1518368725601"
"357","19th & G St NW","31279","1518380917008","38.898412","-77.043182","true","false","0","false","true","9","14","1518379009114"
"358","2nd St & Seaton Pl NE","31522","1518380923273","38.914751108831155","-77.00356006622314","true","false","0","false","true","11","8","1518379104833"
"359","Wilson Blvd & N Illinois St ","31902","1518380847793","38.876528","-77.12712","true","false","0","false","true","2","13","1518380490345"
"364","Army Navy Dr & S Nash St","31095","1518380871291","38.86215024521491","-77.06812083721161","true","false","0","false","true","5","6","1518341526975"
"365","31st & Water St NW","31293","1518380872124","38.902814","-77.061043","true","false","0","false","true","12","6","1518378579339"
"367","11th & S St NW","31280","1518380811621","38.913761","-77.027025","true","false","0","false","true","3","20","1518380334539"
"368","S Walter Reed Dr & 8th St S","31096","1518380833467","38.86612","-77.08787","true","false","0","false","true","9","6","1518256892968"
"369","2nd & G St NE","31639","1518380892116","38.89967","-77.003666","true","false","0","false","true","16","7","1518377824999"
"370","8th & O St NW","31281","1518380858731","38.90864","-77.02277","true","false","0","false","true","9","10","1518379428979"
"371","Georgia & Missouri Ave NW","31411","1518380826639","38.961339","-77.027855","true","false","0","false","true","8","11","1518373617334"
"373","Oklahoma Ave & D St NE","31712","1518380805407","38.894474","-76.974828","true","false","0","false","true","15","4","1518303655686"
"374","Maryland Ave & E St NE","31640","1518380836015","38.896134","-76.9929","true","false","0","false","true","5","14","1518378121913"
"375","New York Ave & Hecht Ave NE","31518","1518380918967","38.915604","-76.983683","true","false","0","false","true","6","17","1518380791171"
"376","Yuma St & Tenley Circle NW","31316","1518380825748","38.946182","-77.08059","true","false","0","false","true","11","8","1518358076686"
"377","Connecticut Ave & Chevy Chase Lake Dr","32051","1518380844790","38.994113","-77.076986","true","false","0","false","true","7","8","1518342975135"
"378","Key West Ave & Siesta Key Way","32052","1518380817790","39.105295","-77.194774","true","false","0","false","true","6","9","1518343052910"
"379","Lee Hwy & N Woodstock St","31900","1518380903526","38.898301","-77.118009","true","false","0","false","true","9","10","1518343026810"
"380","Saint Asaph & Madison St","31097","1518380850248","38.812718","-77.044097","true","false","0","false","true","12","2","1518380847933"
"381","King St Metro North / Cameron St","31098","1518380879865","38.80704","-77.059817","true","false","0","false","true","11","3","1518342987738"
"382","Madison & N Henry St","31099","1518380805868","38.813485","-77.049468","true","false","0","false","true","4","11","1518342985201"
"383","Medical Center Metro ","32053","1518380859317","38.999378","-77.097882","true","false","0","false","true","11","8","1518256861536"
"384","Washington Blvd & N Frederick St","31901","1518380851867","38.884829","-77.127671","true","false","0","false","true","4","7","1518343055885"
"385","Wisconsin Ave & Ingomar St NW","31317","1518380918568","38.958267","-77.084636","true","false","0","false","true","12","7","1518380917735"
"386","16th & Irving St NW","31122","1518380862748","38.928893","-77.03625","true","false","0","false","true","0","19","1518379906432"
"387","16th & R St NW","31282","1518380844841","38.912652","-77.036278","true","false","0","false","true","16","3","1518380842621"
"388","Lyttonsville Rd & Lyttonsville Pl","32054","1518380920437","38.999679","-77.051168","true","false","0","false","true","9","6","1518364279866"
"389","Woodmont Ave & Strathmore St","32055","1518380826108","38.979875","-77.093522","true","false","0","false","true","7","4","1518378664348"
"390","14th & L St NW","31283","1518380808005","38.903658","-77.031737","true","false","0","false","true","6","13","1518378261046"
"391","1st & O St NW","31519","1518380911324","38.908643","-77.012365","true","false","0","false","true","4","11","1518379233353"
"392","South Capitol & Atlantic St SW","31811","1518380894814","38.831516","-77.008133","true","false","0","false","true","16","3","1518375932782"
"393","18th & C St NW","31284","1518380863603","38.893511","-77.041544","true","false","0","false","true","4","14","1518274041374"
"394","22nd & P ST NW","31285","1518380917939","38.909394","-77.048728","true","false","0","false","true","15","3","1518380439834"
"395","East West Hwy & 16th St","32056","1518380833428","38.995681","-77.038721","true","false","0","false","true","10","9","1518342992479"
"396","Royal & Wilkes St","31903","1518380842189","38.799267","-77.0447","true","false","0","false","true","9","6","1518271896834"
"397","14th & Girard St NW","31123","1518380842264","38.925284","-77.032375","true","false","0","false","true","1","22","1518380719458"
"398","Potomac Ave & Main Line Blvd","31910","1518380897225","38.822738","-77.049265","true","false","0","false","true","11","8","1518342986037"
"399","11th & O St NW","31286","1518380885621","38.90843","-77.02714","true","false","0","false","true","6","13","1518376971462"
"400","10th St & L'Enfant Plaza SW","31287","1518380844950","38.884377","-77.025791","true","false","0","false","true","6","17","1518342970543"
"401","Connecticut Ave & Yuma St NW","31318","1518380881629","38.947156","-77.065115","true","false","0","false","true","12","7","1518364715441"
"402","2nd St & Massachusetts Ave NE","31641","1518380890670","38.894972","-77.003135","true","false","0","false","true","7","16","1518375719634"
"403","Radford & Osage St","31908","1518380858733","38.828437","-77.086031","true","false","0","false","true","12","11","1518261106464"
"404","East Falls Church Metro/Sycamore St & 19th St N","31904","1518380904080","38.884859","-77.155988","true","false","0","false","true","10","9","1518342983079"
"405","Kennebec St & 11th St N","31905","1518380809341","38.880992","-77.135271","true","false","0","false","true","4","11","1518342982416"
"406","Commonwealth Ave & Oak St","31906","1518380808560","38.812711","-77.061715","true","false","0","false","true","10","9","1518343013040"
"407","Commonwealth & E Monroe Ave","31913","1518380846807","38.82005823354218","-77.06282079219818","true","false","0","false","true","4","11","1518342985541"
"408","4th St & Madison Dr NW","31288","1518380887222","38.890493","-77.017253","true","false","0","false","true","23","7","1518380886668"
"409","Henry Bacon Dr & Lincoln Memorial Circle NW","31289","1518380870806","38.890544","-77.049379","true","false","0","false","true","8","11","1518380694118"
"410","17th St & Independence Ave SW","31290","1518380832579","38.888097","-77.038325","true","false","0","false","true","2","17","1518380591840"
"411","Franklin & S Washington St","31907","1518380885621","38.798133","-77.0487","true","false","0","false","true","11","8","1518363121169"
"412","Mount Vernon Ave & Four Mile Run Park","31909","1518380861087","38.843422","-77.064016","true","false","0","false","true","6","9","1518378580807"
"413","New Jersey Ave & L St NW","31642","1518380852198","38.903598","-77.01397","true","false","0","false","true","15","8","1518378157352"
"414","Mount Vernon Ave & Bruce St","31912","1518380854920","38.841291","-77.063093","true","false","0","false","true","7","8","1518342949575"
"415","Lee Center","31914","1518380842548","38.797557","-77.053766","true","false","0","false","true","7","7","1518256565089"
"416","Powhatan St & Bashford Ln","31915","1518380888498","38.818748","-77.047783","true","false","0","false","true","12","3","1518277125791"
"417","Potomac & Swann Ave","31916","1518380805689","38.829545","-77.047844","true","false","0","false","true","12","7","1518378177943"
"418","14th & Irving St NW","31124","1518380890723","38.928552","-77.032224","true","false","0","false","true","9","21","1518380766292"
"419","Vermont Ave & I St NW","31291","1518380899576","38.901136451737045","-77.03445106744766","true","false","0","false","true","12","13","1518380064428"
"420","Wisconsin Ave & Brandywine St NW","31319","1518380814117","38.949813","-77.080217","true","false","0","false","true","14","10","1518376934457"
"421","24th & R St NE / National Arboretum","31520","1518380910108","38.91263","-76.971923","true","false","0","false","true","12","7","1518342997772"
"422","Division Ave & Foote St NE","31713","1518380883693","38.897407","-76.925907","true","false","0","false","true","8","7","1518342963769"
"423","16th & Q St SE / Anacostia HS","31812","1518380868464","38.870695","-76.982359","true","false","0","false","true","17","6","1518342953223"
"424","Spring Hill Metro","32200","1518380884079","38.929261","-77.240654","true","false","0","false","true","9","6","1518374964778"
"425","Westpark Dr & Leesburg Pike","32201","1518380912016","38.92403","-77.235955","true","false","0","false","true","4","7","1518343004294"
"427","Tysons One Pl & Chain Bridge Rd","32203","1518380831147","38.919475","-77.221179","true","false","0","false","true","7","4","1518342958081"
"428","Tysons Corner Station","32204","1518380825446","38.920939","-77.222115","true","false","0","false","true","5","6","1518283344774"
"429","Westpark & Jones Branch Dr","32205","1518380892233","38.924437","-77.217664","true","false","0","false","true","4","7","1518343028875"
"430","Jones Branch & Westbranch Dr","32206","1518380893865","38.931911","-77.219261","true","false","0","false","true","7","6","1518256565771"
"431","Westpark & Park Run Dr","32207","1518380897820","38.928919","-77.225394","true","false","0","false","true","5","6","1518256553924"
"432","Tysons West Transit Center","32208","1518380903534","38.932636","-77.231825","true","false","0","false","true","4","7","1518373683286"
"433","North Shore & Cameron Crescent Dr/Crescent Apartments","32209","1518380866051","38.970046","-77.338686","true","false","0","false","true","5","6","1518342951556"
"434","Town Center Pkwy & Bowman Towne Dr","32210","1518380843482","38.962524","-77.361902","true","false","0","false","true","9","6","1518256809415"
"435","Reston Regional Library","32211","1518380908696","38.962095","-77.358815","true","false","0","false","true","8","7","1518256587981"
"436","New Dominion Pkwy & Fountain Dr","32212","1518380867331","38.960574","-77.356324","true","false","0","false","true","7","8","1518343004717"
"437","Sunset Hills & Old Reston Ave","32213","1518380906833","38.955079","-77.351649","true","false","0","false","true","7","8","1518343000718"
"438","Reston Town Center Transit Station","32214","1518380852540","38.957037","-77.359718","true","false","0","false","true","10","7","1518343060327"
"439","1st & D St SE","31643","1518380920643","38.884916","-77.005965","true","false","0","false","true","6","11","1518377551248"
"440","Reston Station","32215","1518380853505","38.948363","-77.338119","true","false","0","false","true","13","22","1518343057956"
"441","Library St & Freedom Dr","32216","1518380866132","38.959633","-77.358741","true","false","0","false","true","10","9","1518325000692"
"442","Sunset Hills Rd & Discovery Square","32217","1518380884174","38.95534","-77.357611","true","false","0","false","true","8","7","1518256611341"
"443","22nd St & Constitution Ave NW","31292","1518380895948","38.892441","-77.048947","true","false","0","false","true","4","19","1518375718649"
"444","61st St & Banks Pl NE","31714","1518380871312","38.891805","-76.913563","true","false","0","false","true","9","10","1518342989548"
"445","Temporary Rd & Old Reston Ave","32218","1518380854970","38.960084","-77.353414","true","false","0","false","true","9","6","1518343063596"
"446","Reston YMCA","32219","1518380880792","38.955314","-77.368416","true","false","0","false","true","7","8","1518371267697"
"447","Sunset Hills Rd & Isaac Newton Square","32220","1518380879277","38.951443","-77.340377","true","false","0","false","true","6","5","1518324347144"
"448","N Lynn St & Fairfax Dr","31917","1518380910710","38.89386","-77.070862","true","false","0","false","true","5","10","1518378881328"
"449","Georgia Ave & Piney Branch Rd NW","31414","1518380873503","38.967505","-77.027976","true","false","0","false","true","8","7","1518256584840"
"450","Greensboro & International Dr","32221","1518380867655","38.923083","-77.227417","true","false","0","false","true","4","7","1518256840170"
"451","Madison & Fairfax St","31918","1518380828574","38.812351","-77.040691","true","false","0","false","true","7","8","1518342123981"
"452","Sligo Ave & Carroll Ln","32058","1518380921673","38.990874","-77.016311","true","false","0","false","true","4","11","1518374085394"
"453","15th & W St NW","31125","1518380823263","38.919086","-77.034502","true","false","0","false","true","1","18","1518378898353"
"454","12th St & Pennsylvania Ave SE","31644","1518380891057","38.882489","-76.990121","true","false","0","false","true","9","10","1518380768964"
"455","3rd St & Riggs Rd NE","31412","1518380912178","38.957463","-77.002239","true","false","0","false","true","9","6","1518343028596"
"456","Carlin Springs Rd & N Thomas St","31919","1518380861006","38.876695","-77.112982","true","false","0","false","true","6","9","1518376906745"
"457","Towers Crescent Dr & Tysons One Pl","32222","1518380823163","38.915246","-77.220157","true","false","0","false","true","4","7","1518256609520"
"458","6th & K St NE","31645","1518380906709","38.9028773031307","-76.99840486049652","true","false","0","false","true","7","12","1518379830688"
"459","Pooks Hill Rd & Linden Ave","32057","1518380909800","39.014716","-77.107143","true","false","0","false","true","11","4","1518256549708"
"460","Takoma Park Rec Center","32059","1518380922039","38.98265","-76.988311","true","false","0","false","true","11","4","1518343035996"
"461","New Hampshire & Kirklynn Ave","32061","1518380862174","38.988101","-76.988422","true","false","0","false","true","7","8","1518343008826"
"462","Wheaton Metro/Georgia Ave & Reedie Dr","32062","1518380852770","39.038341","-77.051023","true","false","0","false","true","9","10","1518367894600"
"463","Amherst Ave & Elkins St","32063","1518380812762","39.044887","-77.047788","true","false","0","false","true","7","8","1518256547996"
"464","Amherst Ave & Prichard Rd","32064","1518380898486","39.035965","-77.048395","true","false","0","false","true","7","8","1518256893694"
"465","Grandview & Blueridge Ave","32065","1518380836316","39.043272","-77.053085","true","false","0","false","true","7","8","1518256846562"
"466","Windham Ln & Amherst Ave","32066","1518380820558","39.032029","-77.04735","true","false","0","false","true","7","8","1518259691056"
"467","North Shore Dr & Village Rd","32223","1518380872239","38.970412","-77.340787","true","false","0","false","true","6","5","1518278182399"
"468","Town Center Pkwy & Sunset Hills Rd","32224","1518380862616","38.955170598044894","-77.3630940914154","true","false","0","false","true","7","4","1518256550124"
"469","3rd & Underwood St NW","31413","1518380845388","38.968834","-77.016258","true","false","0","false","true","7","12","1518377016160"
"470","18th & Monroe St NE","31521","1518380840705","38.93293","-76.979517","true","false","0","false","true","14","5","1518303107486"
"471","7th & E St SW","31294","1518380860605","38.88345","-77.021741","true","false","0","false","true","12","7","1518368524264"
"472","Shady Grove Metro East","32067","1518380837040","39.121327","-77.164969","true","false","0","false","true","10","9","1518343006971"
"473","Potomac & M St NW","31295","1518380883647","38.905368","-77.065149","true","false","0","false","true","11","8","1518380046400"
"474","Columbia & Ontario Rd NW","31296","1518380846573","38.924088","-77.040787","true","false","0","false","true","3","20","1518379784217"
"475","Washington-Lee High School / N Stafford St & Generals Way","31920","1518380826405","38.888282","-77.111066","true","false","0","false","true","5","10","1518378441561"
"476","Westover Library / Washington Blvd & N McKinley Rd","31921","1518380834037","38.886048","-77.142317","true","false","0","false","true","10","5","1518299130207"
"477","Columbia Pike & S Taylor St","31923","1518380840705","38.858524","-77.103728","true","false","0","false","true","7","8","1518256608323"
"478","Columbus Ave & Tribeca St","32068","1518380863524","39.126","-77.1673","true","false","0","false","true","4","7","1518282880444"
"479","Columbus Ave & Gramercy Blvd","32069","1518380831019","39.12333","-77.16486","true","false","0","false","true","8","3","1518343029910"
"480","Reston Pkwy & Spectrum Dr","32225","1518380869254","38.964207741006206","-77.35428035259247","true","false","0","false","true","5","10","1518256555260"
"481","Key West Ave & Great Seneca Hwy","32070","1518380825204","39.105642","-77.20386","true","false","0","false","true","5","6","1518342997474"
"482","Virginia Ave & 25th St NW","31297","1518380842257","38.8995","-77.054155","true","false","0","false","true","6","13","1518377469548"
"483","15th & M St NW","31298","1518380908703","38.905424","-77.034674","true","false","0","false","true","8","11","1518377473342"
"484","11th & Girard St NW","31126","1518380844232","38.925636","-77.027112","true","false","0","false","true","5","14","1518379778771"
"485","Connecticut Ave & R St NW","31299","1518380882822","38.912644","-77.04564","true","false","0","false","true","10","9","1518380645164"
"486","Wilson Blvd & N Troy St","31924","1518380832432","38.892556","-77.082089","true","false","0","false","true","5","10","1518379005723"
"487","Nebraska Ave/AU East Campus","31320","1518380905814","38.936298","-77.087128","true","false","0","false","true","4","15","1518379720865"
"488","15th St & Constitution Ave NW","31321","1518380906613","38.892244","-77.033234","true","false","0","false","true","11","8","1518380906263"
"489","22nd & H St NW","31127","1518380886582","38.899104","-77.048946","true","false","0","false","true","2","15","1518378160535"
"490","23rd & M St NW","31128","1518380806386","38.905303","-77.050264","true","false","0","false","true","10","9","1518379732209"
"491","Corporate Blvd & Omega Dr","32071","1518380904943","39.106971","-77.192645","true","false","0","false","true","9","6","1518333768342"
"492","Key West Ave & Diamondback Dr","32072","1518380906681","39.106152","-77.202354","true","false","0","false","true","7","4","1518342962639"
"493","Alabama Ave & Stanton Rd SE / Shops at Park Village","31813","1518380889343","38.84627","-76.98185","true","false","0","false","true","9","10","1518277940162"
"494","Mississippi Ave & 19th St SE / THEARC","31814","1518380841215","38.84377","-76.97557","true","false","0","false","true","11","8","1518256899452"
"495","19th & Savannah St SE","31815","1518380886082","38.84623","-76.97703","true","false","0","false","true","7","4","1518256614512"
"496","4th St & Mississippi Ave SE","31816","1518380841856","38.836","-77.0009","true","false","0","false","true","13","6","1518283106126"
"497","1st & S Capitol St SE / Oxon Run Trail","31817","1518380858720","38.824481","-77.005497","true","false","0","false","true","14","5","1518298686323"
"498","Livingston Rd & 3rd St SE","31818","1518380811935","38.82373","-77.00223","true","false","0","false","true","9","6","1518375482744"
"499","Joliet St & MLK Ave SW/Bald Eagle Rec Ctr","31819","1518380853642","38.81909","-77.01033","true","false","0","false","true","9","10","1518342989369"
"500","37th & Ely Pl SE / Fort Dupont Ice Arena","31715","1518380836747","38.883011","-76.949709","true","false","0","false","true","7","8","1518256862517"
"501","15th St & Pennsylvania Ave NW/Pershing Park","31129","1518380847388","38.89635","-77.03338","true","false","0","false","true","13","5","1518379762798"
"505","Maine Ave & 9th St SW","31646","1518380911463","38.88044","-77.025236","true","false","0","false","true","13","2","1518374755698"
"506","Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center","31523","1518380843932","38.915","-77.0078","true","false","0","false","true","10","9","1518378474280"
"507","Blueridge Ave & Elkins St","32073","1518380858499","39.04313","-77.05006","true","false","0","false","true","8","7","1518256846447"
"508","Georgia Ave & Kennedy St NW","31415","1518380812278","38.95674","-77.02791","true","false","0","false","true","6","13","1518366042425"
"509","7th St & Massachusetts Ave NE","31647","1518380850731","38.89222","-76.99602","true","false","0","false","true","8","11","1518380725378"
"510","Anacostia Park","31820","1518380819598","38.87335","-76.9834","true","false","0","false","true","10","9","1518379747587"
